브랜드명,지점명,시도명,시군구명,주소
스타벅스,전북김제DT,전라북도,김제시,전라북도 김제시 검산동 895-86
스타벅스,전북남원DT,전라북도,남원시,전라북도 남원시 쌍교동 58-6
스타벅스,익산모현,전라북도,익산시,전라북도 익산시 모현동1가 320
스타벅스,익산영등DT,전라북도,익산시,전라북도 익산시 영등동 340-11
스타벅스,익산영등,전라북도,익산시,전라북도 익산시 영등동 149-1
스타벅스,익산동산DT,전라북도,익산시,전라북도 익산시 동산동 604-9
스타벅스,전주송천DT,전라북도,전주시,전라북도 전주시 덕진구 송천동2가 487
스타벅스,전북대병원DT,전라북도,전주시,전라북도 전주시 덕진구 금암동 1552-19
스타벅스,전주혁신도시,전라북도,전주시,"전라북도 전주시 덕진구 중동 774-3, 103호,104호,105호"
스타벅스,전주덕진광장DT,전라북도,전주시,전라북도 전주시 덕진구 덕진동1가 1275-22
스타벅스,전북대,전라북도,전주시,전라북도 전주시 덕진구 덕진동1가 1263-3번지
스타벅스,전주에코시티,전라북도,전주시,전라북도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주
스타벅스,전주인후DT,전라북도,전주시,전라북도 전주시 덕진구 인후동1가 914-7
스타벅스,전주호성DT,전라북도,전주시,전라북도 전주시 덕진구 호성동1가 586
스타벅스,전주IC DT,전라북도,전주시,전라북도 전주시 덕진구 여의동 654-2 화물트럭터미널
스타벅스,전주평화DT,전라북도,전주시,전라북도 전주시 완산구 평화동2가 300-1
스타벅스,전주백제대로DT,전라북도,전주시,전라북도 전주시 완산구 중화산동2가 648
스타벅스,전주효자DT,전라북도,전주시,전라북도 전주시 완산구 효자동1가 410-6
스타벅스,전주서신,전라북도,전주시,전라북도 전주시 완산구 서신동 964-6
스타벅스,전주홍산로,전라북도,전주시,전라북도 전주시 완산구 효자동2가 1154-3
스타벅스,전주한옥마을,전라북도,전주시,전라북도 전주시 완산구 전동 187-9
스타벅스,전북도청,전라북도,전주시,전라북도 전주시 완산구 효자동3가 1541-7
스타벅스,전주경원,전라북도,전주시,전라북도 전주시 완산구 고사동 142-2
스타벅스,전주신시가지,전라북도,전주시,"전라북도 전주시 완산구 효자동2가 1233-2, 수연빌딩 104호, 202호"
스타벅스,전주이마트,전라북도,전주시,전라북도 전주시 완산구 서신동 767 E마트
스타벅스,전주효천DT,전라북도,전주시,전라북도 전주시 완산구 효자동2가 778-2
스타벅스,전북정읍DT,전라북도,정읍시,전라북도 정읍시 수성동 449-1
스타벅스,군산나운DT,전라북도,군산시,전라북도 군산시 나운동 843-6
스타벅스,군산수송,전라북도,군산시,전라북도 군산시 수송동 850번지
스타벅스,군산대,전라북도,군산시,전라북도 군산시 미룡동 872-4번지
스타벅스,군산조촌DT,전라북도,군산시,전라북도 군산시 조촌동 893-2
스타벅스,군산수송DT,전라북도,군산시,전라북도 군산시 수송동 50-29
스타벅스,인천강화DT,인천광역시,강화군,"인천광역시 강화군 강화읍 갑곳리 203-10, 203-34"
스타벅스,경인교대입구역DT,인천광역시,계양구,"인천광역시 계양구 작전동 852-30, 852-31"
스타벅스,인천계양,인천광역시,계양구,인천광역시 계양구 계산동 1063-14
스타벅스,인천작전,인천광역시,계양구,인천광역시 계양구 작전동 442-1번지 1층
스타벅스,인천계산역DT,인천광역시,계양구,인천광역시 계양구 계산동 918
스타벅스,계양BMW,인천광역시,계양구,인천광역시 계양구 서운동 219
스타벅스,인천학익DT,인천광역시,미추홀구,인천광역시 미추홀구 학익동 690-2 평산면옥
스타벅스,인천용현DT,인천광역시,미추홀구,인천광역시 미추홀구 용현동 630-9
스타벅스,주안역,인천광역시,미추홀구,"인천광역시 미추홀구 주안동 141-1 1층,2층"
스타벅스,인하대,인천광역시,미추홀구,인천광역시 미추홀구 용현동 199-18번지
스타벅스,제물포역DT,인천광역시,미추홀구,인천광역시 미추홀구 숭의동 78-2
스타벅스,인천주안DT,인천광역시,미추홀구,"인천광역시 미추홀구 주안동 1506-25, 1506-26"
스타벅스,인천도화DT,인천광역시,미추홀구,인천광역시 미추홀구 도화동 116-2
스타벅스,인하대역,인천광역시,미추홀구,인천광역시 미추홀구 용현동 665-15
스타벅스,SSG랜더스필드2F,인천광역시,미추홀구,인천광역시 미추홀구 문학동 482 문학경기장
스타벅스,SSG랜더스필드1F,인천광역시,미추홀구,인천광역시 미추홀구 문학동 482 문학경기장
스타벅스,인천용일사거리DT,인천광역시,미추홀구,인천광역시 미추홀구 주안동 684-3번지 외 3필지
스타벅스,송림트레이더스,인천광역시,동구,인천광역시 동구 송림동 296-2번지 이마트 트레이더스송림점1층
스타벅스,인천갈산DT,인천광역시,부평구,"인천광역시 부평구 갈산동 32-2, 34-1"
스타벅스,인천삼산,인천광역시,부평구,인천광역시 부평구 삼산동 464-5
스타벅스,부평사거리,인천광역시,부평구,인천광역시 부평구 부평동 546-1번지 1~2층
스타벅스,부평시장역,인천광역시,부평구,인천광역시 부평구 부평동 203-14번지 현대해상화재보험 1층
스타벅스,부평,인천광역시,부평구,인천광역시 부평구 부평동 159-25
스타벅스,동암역,인천광역시,부평구,인천광역시 부평구 십정동 402-56 1~2층
스타벅스,부평역,인천광역시,부평구,인천광역시 부평구 부평동 549-78 1-4층
스타벅스,인천테크노밸리,인천광역시,부평구,"인천광역시 부평구 갈산동 94 인천테크노밸리 U1 센터 A동 139, 142, 143, 144, 145호"
스타벅스,인천성모병원,인천광역시,부평구,인천광역시 부평구 부평동 665-8 가톨릭대학교인천성모병원 뇌병원 지상 1층
스타벅스,인천스퀘어원,인천광역시,연수구,인천광역시 연수구 동춘동 926 스퀘어원
스타벅스,인천동춘DT,인천광역시,연수구,인천광역시 연수구 동춘동 224-5
스타벅스,인천송도,인천광역시,연수구,인천광역시 연수구 송도동 2-3 송도이안
스타벅스,송도트리플R,인천광역시,연수구,"인천광역시 연수구 송도동 170-1 송도 트리플스트리트 105B, 206B"
스타벅스,인천송도DT,인천광역시,연수구,인천광역시 연수구 송도동 8-17 레인보우빌딩
스타벅스,인천연수,인천광역시,연수구,인천광역시 연수구 연수동 596-7
스타벅스,송도캠퍼스타운역,인천광역시,연수구,"인천광역시 연수구 송도동 149 롯데캠퍼스타운 A-101,102,103,121,122"
스타벅스,송도커넬워크,인천광역시,연수구,"인천광역시 연수구 송도동 19-1 201-101호, 201-201호(1~2층)"
스타벅스,송도센트럴파크,인천광역시,연수구,인천광역시 연수구 송도동 23-4번지
스타벅스,연수이마트,인천광역시,연수구,인천광역시 연수구 동춘동 926-9
스타벅스,인천옥련DT,인천광역시,연수구,인천광역시 연수구 옥련동 468-8
스타벅스,송도캐슬파크,인천광역시,연수구,인천광역시 연수구 송도동 8-37 롯데몰 송도 캐슬파크 101~105호
스타벅스,송도현대아울렛,인천광역시,연수구,인천광역시 연수구 송도동 168-1 현대프리미엄 아울렛 송도점
스타벅스,송도컨벤시아대로DT,인천광역시,연수구,인천광역시 연수구 송도동 10-39 J.SQUARE C동 1~2층
스타벅스,검단사거리역,인천광역시,서구,인천광역시 서구 마전동 910-1
스타벅스,인천청라센트럴,인천광역시,서구,"인천광역시 서구 청라동 156-1 청라센트럴에일린의뜰 제판매5동 105호,106호,107호,108호"
스타벅스,인천청라한신,인천광역시,서구,"인천광역시 서구 청라동 157-21 청라한신더휴커낼웨이 142호, 143호, 144호"
스타벅스,인천당하DT,인천광역시,서구,인천광역시 서구 당하동 1092-7
스타벅스,인천청라타워돔,인천광역시,서구,인천광역시 서구 연희동 798-3 113~120호
스타벅스,인천서구청DT,인천광역시,서구,"인천광역시 서구 심곡동 248-5,248-6"
스타벅스,인천청라,인천광역시,서구,인천광역시 서구 연희동 800-3
스타벅스,루원시티,인천광역시,서구,인천광역시 서구 가정동 0 루원시티 SK Leaders VIEW
스타벅스,인천공촌DT,인천광역시,서구,인천광역시 서구 공촌동 308-4
스타벅스,인천청라DT,인천광역시,서구,인천광역시 서구 청라동 9-93 청라 스포월드 다동
스타벅스,부평삼거리역DT,인천광역시,남동구,인천광역시 남동구 간석동 772
스타벅스,인천구월아시아드,인천광역시,남동구,인천광역시 남동구 구월동 1532-1
스타벅스,인천터미널사거리,인천광역시,남동구,인천광역시 남동구 구월동 1464
스타벅스,인천서창,인천광역시,남동구,인천광역시 남동구 서창동 707-2 노블시티프라자
스타벅스,인천간석DT,인천광역시,남동구,인천광역시 남동구 간석동 617-6
스타벅스,인천예술회관역,인천광역시,남동구,인천광역시 남동구 구월동 1124 흥국생명 인천사옥
스타벅스,구월로데오,인천광역시,남동구,"인천광역시 남동구 구월동 1472번지 1,2층"
스타벅스,구월길병원,인천광역시,남동구,"인천광역시 남동구 구월동 1144-13, 14 삼성화재 인천사옥"
스타벅스,인천구월,인천광역시,남동구,"인천광역시 남동구 구월동 1456 이토타워 101,102,111,201,209호 일부,210호 일부"
스타벅스,인천논현,인천광역시,남동구,"인천광역시 남동구 논현동 649-4번지 111,112, 206, 207호"
스타벅스,인천구월중앙,인천광역시,남동구,"인천광역시 남동구 구월동 25 동호프라자 101호,102호,103호,301호"
스타벅스,간석중앙공원DT,인천광역시,남동구,인천광역시 남동구 간석동 380-4
스타벅스,영종하늘도시,인천광역시,중구,인천광역시 중구 중산동 1883-12 세영프라자
스타벅스,인천공항T2출국,인천광역시,중구,인천광역시 중구 운서동 2840 인천공항
스타벅스,인천공항T2에어,인천광역시,중구,인천광역시 중구 운서동 2840 인천국제공항여객터미널 제2여객터미널 3층 탑승지역 25-235
스타벅스,인천공항T2입국,인천광역시,중구,인천광역시 중구 운서동 2840 인천공항 제2여객터미널 1층 환영홀지역 23-202
스타벅스,영종도운서역,인천광역시,중구,인천광역시 중구 운서동 2804-3
스타벅스,인천공항중앙,인천광역시,중구,인천광역시 중구 운서동 2840 인천국제공항여객터미널(인천공항세관)
스타벅스,인천공항랜드,인천광역시,중구,인천광역시 중구 운서동 인천국제공항여객터미널 지하1층 2-40-02구역
스타벅스,울산번영로,울산광역시,남구,울산광역시 남구 달동 117-4 삼성생명빌딩 1F
스타벅스,울산대공원,울산광역시,남구,울산광역시 남구 옥동 143-9
스타벅스,울산도산사거리DT,울산광역시,남구,울산광역시 남구 야음동 580
스타벅스,울산시청사거리DT,울산광역시,남구,울산광역시 남구 달동 875-12
스타벅스,울산남구청DT,울산광역시,남구,울산광역시 남구 신정동 133-1
스타벅스,울산중리사거리DT,울산광역시,남구,울산광역시 남구 삼산동 1545-5
스타벅스,울산센트럴,울산광역시,남구,"울산광역시 남구 달동 1364-1 울산 센트럴 자이(103,104호)"
스타벅스,울산삼산로,울산광역시,남구,울산광역시 남구 삼산동 1478-5
스타벅스,울산대,울산광역시,남구,울산광역시 남구 무거동 619-10 1~3층
스타벅스,울산디자인거리,울산광역시,남구,울산광역시 남구 삼산동 1524-6 1~2층
스타벅스,울산신복,울산광역시,남구,울산광역시 남구 무거동 464-1
스타벅스,울산삼산대로,울산광역시,남구,울산광역시 남구 달동 1367-9번지 1층
스타벅스,울산번영로DT,울산광역시,남구,울산광역시 남구 달동 1271-16
스타벅스,울산삼성프라자,울산광역시,남구,울산광역시 남구 달동 1400-1
스타벅스,울산신정DT,울산광역시,남구,울산광역시 남구 신정동 1636-12
스타벅스,울산호계DT,울산광역시,북구,"울산광역시 북구 신천동 546-2, 546-7"
스타벅스,울산북구청DT,울산광역시,북구,울산광역시 북구 연암동 1223-2외 2필지
스타벅스,울산진장,울산광역시,북구,울산광역시 북구 진장동 705 메가마트
스타벅스,울산정자비치DT,울산광역시,북구,울산광역시 북구 산하동 강동산하지구 48B 8L
스타벅스,울산화봉,울산광역시,북구,울산광역시 북구 화봉동 449-6
스타벅스,북울산삼성프라자,울산광역시,북구,울산광역시 북구 진장동 1048-3
스타벅스,울산간절곶,울산광역시,울주군,울산광역시 울주군 서생면 간절곶1길 33
스타벅스,울산 KTX,울산광역시,울주군,울산광역시 울주군 삼남읍 신화리 1606-11
스타벅스,울산MBC DT,울산광역시,중구,울산광역시 중구 복산동 40-6
스타벅스,울산성안,울산광역시,중구,"울산광역시 중구 성안동 472-9,10"
스타벅스,울산성남삼거리,울산광역시,중구,울산광역시 중구 성남동 256-24
스타벅스,울산약사DT,울산광역시,중구,울산광역시 중구 약사동 537
스타벅스,울산국가정원,울산광역시,중구,울산광역시 중구 태화동 479-8
스타벅스,현대동구,울산광역시,동구,울산광역시 동구 서부동 105-3 현대백화점주차장(현대백화점)
스타벅스,울산테라스파크,울산광역시,동구,울산광역시 동구 일산동 945번지
스타벅스,울산일산비치DT,울산광역시,동구,울산광역시 동구 일산동 947-5
스타벅스,울산대학교병원,울산광역시,동구,울산광역시 동구 서부동 103-35
스타벅스,현대동구5F,울산광역시,동구,울산광역시 동구 서부동 105-3 현대백화점
스타벅스,울산주전비치,울산광역시,동구,울산광역시 동구 주전동 31-3
스타벅스,전남광양DT,전라남도,광양시,전라남도 광양시 중동 1321-4
스타벅스,광양LF,전라남도,광양시,"전라남도 광양시 광양읍 덕례리 1834 광양LF스퀘어, 1층"
스타벅스,광양마동DT,전라남도,광양시,전라남도 광양시 마동 421-2
스타벅스,목포터미널DT,전라남도,목포시,전라남도 목포시 상동 135
스타벅스,목포하당,전라남도,목포시,전라남도 목포시 상동 828-4
스타벅스,목포북항DT,전라남도,목포시,전라남도 목포시 산정동 1750-8 외 2필지
스타벅스,목포옥암,전라남도,목포시,전라남도 목포시 옥암동 968-2
스타벅스,목포평화광장,전라남도,목포시,전라남도 목포시 상동 1159-10번지
스타벅스,목포용해DT,전라남도,목포시,전라남도 목포시 용해동 586-49
스타벅스,목포남악,전라남도,무안군,전라남도 무안군 삼향읍 남악리 2128
스타벅스,전남도청DT,전라남도,무안군,전라남도 무안군 삼향읍 남악리 2150
스타벅스,순천연향,전라남도,순천시,전라남도 순천시 연향동 1340
스타벅스,순천신대,전라남도,순천시,전라남도 순천시 해룡면 신대리 1989-1
스타벅스,순천호수공원,전라남도,순천시,"전라남도 순천시 왕지동 876-10 1,2층"
스타벅스,순천조례,전라남도,순천시,전라남도 순천시 조례동 1731-1 번지
스타벅스,순천용당DT,전라남도,순천시,전라남도 순천시 가곡동 336-1
스타벅스,순천팔마DT,전라남도,순천시,전라남도 순천시 연향동 133
스타벅스,순천이마트,전라남도,순천시,전라남도 순천시 덕암동 169 (주)이마트
스타벅스,여수해양공원,전라남도,여수시,전라남도 여수시 종화동 497
스타벅스,여수학동DT,전라남도,여수시,"전라남도 여수시 학동 67-6, 18, 19"
스타벅스,여수웅천,전라남도,여수시,"전라남도 여수시 웅천동 1696-3, 105,106,107,203호"
스타벅스,여수둔덕DT,전라남도,여수시,전라남도 여수시 둔덕동 491-1
스타벅스,여수여서,전라남도,여수시,전라남도 여수시 여서동 213-6 1~2층
스타벅스,여수여천,전라남도,여수시,전라남도 여수시 학동 84-5
스타벅스,여수신월DT,전라남도,여수시,전라남도 여수시 신월동 105-2
스타벅스,여수마리나,전라남도,여수시,전라남도 여수시 웅천동 1881-4
스타벅스,전남화순DT,전라남도,화순군,전라남도 화순군 화순읍 신기리 334-1
스타벅스,전남나주,전라남도,나주시,"전라남도 나주시 빛가람동 196-5 103,103,105,106호"
스타벅스,나주혁신DT,전라남도,나주시,전라남도 나주시 빛가람동 904
스타벅스,대전한남대DT,대전광역시,대덕구,대전광역시 대덕구 중리동 231-10
스타벅스,대전IC DT,대전광역시,대덕구,대전광역시 대덕구 비래동 555-15
스타벅스,대전신탄진DT,대전광역시,대덕구,대전광역시 대덕구 석봉동 309-10
스타벅스,대전송촌,대전광역시,대덕구,대전광역시 대덕구 송촌동 459-1번지 1층
스타벅스,신탄진금강DT,대전광역시,대덕구,"대전광역시 대덕구 신탄진동 116-1, 457-7"
스타벅스,대전터미널DT,대전광역시,동구,대전광역시 동구 성남동 502-2
스타벅스,대전판암DT,대전광역시,동구,대전광역시 동구 판암동 450
스타벅스,대전스타일마켓,대전광역시,동구,대전광역시 동구 용전동 63-3번지2층
스타벅스,대전가오,대전광역시,동구,대전광역시 동구 가오동 604번지
스타벅스,대전터미널,대전광역시,동구,대전광역시 동구 용전동 68-21번지
스타벅스,대전신흥역DT,대전광역시,동구,대전광역시 동구 판암동 600
스타벅스,대전용전DT,대전광역시,동구,"대전광역시 동구 용전동 13-1, 31"
스타벅스,대전정부청사역,대전광역시,서구,대전광역시 서구 둔산동 948 삼성생명
스타벅스,대전건양대병원,대전광역시,서구,대전광역시 서구 관저동 1896 건양 타워
스타벅스,대전탄방역,대전광역시,서구,대전광역시 서구 탄방동 673 주안빌딩
스타벅스,대전복수,대전광역시,서구,대전광역시 서구 복수동 610
스타벅스,대전둔산남로,대전광역시,서구,대전광역시 서구 탄방동 724
스타벅스,대전둔산로,대전광역시,서구,대전광역시 서구 둔산동 996
스타벅스,대전법원,대전광역시,서구,대전광역시 서구 둔산동 1397 KD빌딩 103호
스타벅스,대전가수원DT,대전광역시,서구,대전광역시 서구 가수원동 655-20 스타벅스
스타벅스,대전수침교DT,대전광역시,서구,대전광역시 서구 용문동 250-3
스타벅스,대전관저,대전광역시,서구,대전광역시 서구 관저동 1515
스타벅스,대전대덕로,대전광역시,서구,대전광역시 서구 둔산동 1355
스타벅스,대전목원대,대전광역시,서구,대전광역시 서구 도안동 849
스타벅스,대전둔산,대전광역시,서구,대전광역시 서구 둔산동 1046
스타벅스,대전만년,대전광역시,서구,대전광역시 서구 만년동 333
스타벅스,대전시청사거리,대전광역시,서구,대전광역시 서구 탄방동 587
스타벅스,대전월평,대전광역시,서구,대전광역시 서구 월평동 279번지
스타벅스,둔산은하수,대전광역시,서구,대전광역시 서구 둔산동 1010번지 금정빌딩 1층
스타벅스,대전탄방,대전광역시,서구,대전광역시 서구 탄방동 748번지 정우빌딩 1층
스타벅스,대전시청역,대전광역시,서구,대전광역시 서구 둔산동 1487번지
스타벅스,대전호텔,대전광역시,서구,대전광역시 서구 둔산동 922번지 둔산관광호텔
스타벅스,월평트레이더스,대전광역시,서구,대전광역시 서구 월평동 510
스타벅스,둔산삼성프라자,대전광역시,서구,"대전광역시 서구 둔산동 1372, 1373"
스타벅스,대전갈마DT,대전광역시,서구,대전광역시 서구 갈마동 309-18
스타벅스,대전용문DT,대전광역시,서구,대전광역시 서구 용문동 277-11 sk주유소
스타벅스,대전반석역,대전광역시,유성구,대전광역시 유성구 반석동 640-3 뉴타운프라자
스타벅스,대전도안DT,대전광역시,유성구,대전광역시 유성구 봉명동 555-3
스타벅스,대전장대,대전광역시,유성구,대전광역시 유성구 장대동 331-1
스타벅스,대전유성구청,대전광역시,유성구,대전광역시 유성구 어은동 115-3
스타벅스,대전지족,대전광역시,유성구,대전광역시 유성구 지족동 984-5
스타벅스,대전유성,대전광역시,유성구,"대전광역시 유성구 봉명동 446-8, 446-9"
스타벅스,대전전민,대전광역시,유성구,대전광역시 유성구 전민동 303-1 (1층)
스타벅스,대전관평동,대전광역시,유성구,대전광역시 유성구 관평동 958 1~3층
스타벅스,대전조이마루,대전광역시,유성구,대전광역시 유성구 도룡동 4-20
스타벅스,대전노은,대전광역시,유성구,대전광역시 유성구 지족동 907-3 1~2층
스타벅스,충남대정문,대전광역시,유성구,대전광역시 유성구 궁동 482-7
스타벅스,대전테크노밸리,대전광역시,유성구,"대전광역시 유성구 관평동 937,938번지"
스타벅스,신세계대전R,대전광역시,유성구,"대전광역시 유성구 도룡동 3-1, 대전신세계 백화점 5F"
스타벅스,대전현대아울렛,대전광역시,유성구,대전광역시 유성구 용산동 579 현대프리미엄아울렛 대전점
스타벅스,대전유성NC,대전광역시,유성구,대전광역시 유성구 봉명동 549-11 NC대전유성점 1층
스타벅스,대전구암DT,대전광역시,유성구,대전광역시 유성구 구암동 615-26
스타벅스,신세계대전B1,대전광역시,유성구,"대전광역시 유성구 도룡동 3-1, 대전신세계 백화점 B1층"
스타벅스,대전엑스포스카이,대전광역시,유성구,"대전광역시 유성구 도룡동 3-1, 신세계엑스포점 38층"
스타벅스,대전대사DT,대전광역시,중구,대전광역시 중구 대사동 248-296
스타벅스,대전태평,대전광역시,중구,대전광역시 중구 태평동 395-1 삼부프라자
